client_id,product_id,compatibility,feasible,selected,redundancy_group,group_kind,redundancy_group_limit,cov_operational,cov_decision,cov_value,cov_ecosystem,cov_temporal,cov_change,cov_capability,cov_capital
BANK_C01,BANK_P03,0.9289,True,True,BANK_RG12,single,1,True,True,True,True,True,True,True,True
BANK_C01,BANK_P02,0.9239,True,True,BANK_RG06,direct_substitute,1,True,True,True,True,True,True,True,True
BANK_C01,BANK_P19,0.9194,True,True,BANK_RG08,single,1,True,True,True,True,True,True,True,True
BANK_C01,BANK_P01,0.9163,True,False,BANK_RG06,direct_substitute,1,True,True,True,True,True,True,True,True
BANK_C01,BANK_P27,0.8962,True,False,BANK_RG01,close_alternatives,1,True,True,True,True,True,True,True,True
BANK_C01,BANK_P06,0.8787,True,False,BANK_RG01,close_alternatives,1,True,True,True,True,True,True,True,False
BANK_C01,BANK_P21,0.8733,True,False,BANK_RG25,single,1,True,True,True,False,True,True,True,True
BANK_C01,BANK_P12,0.8733,True,False,BANK_RG02,close_alternatives,1,True,True,True,True,True,True,True,False
BANK_C01,BANK_P17,0.837,True,False,BANK_RG22,single,1,True,True,False,True,True,True,True,False
BANK_C01,BANK_P09,0.8261,True,False,BANK_RG07,direct_substitute,1,True,True,False,True,True,True,True,True
BANK_C01,BANK_P07,0.819,True,False,BANK_RG07,direct_substitute,1,True,True,False,True,True,True,True,True
BANK_C01,BANK_P10,0.8177,True,False,BANK_RG02,close_alternatives,1,True,True,True,True,True,True,True,False
BANK_C01,BANK_P04,0.7956,True,False,BANK_RG01,close_alternatives,1,True,True,False,True,True,True,True,True
BANK_C01,BANK_P30,0.7938,True,False,BANK_RG02,close_alternatives,1,False,True,False,True,True,True,True,False
BANK_C01,BANK_P08,0.792,True,False,BANK_RG21,single,1,False,True,False,True,True,True,True,True
BANK_C01,BANK_P05,0.7875,True,False,BANK_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
BANK_C01,BANK_P35,0.7862,True,False,BANK_RG23,single,1,True,True,False,True,True,True,True,False
BANK_C01,BANK_P23,0.7841,True,False,BANK_RG16,single,1,False,True,False,True,True,True,True,True
BANK_C01,BANK_P37,0.7573,True,False,BANK_RG26,single,1,False,True,False,True,True,True,True,False
BANK_C01,BANK_P28,0.7495,True,False,BANK_RG19,single,1,False,True,False,True,True,True,True,True
BANK_C01,BANK_P11,0.7423,True,False,BANK_RG02,close_alternatives,1,False,True,False,True,True,True,True,False
BANK_C01,BANK_P42,0.7302,True,False,BANK_RG15,single,1,False,True,False,True,True,True,True,True
BANK_C01,BANK_P29,0.7129,True,False,BANK_RG20,single,1,False,True,False,True,True,True,True,True
BANK_C01,BANK_P26,0.7125,True,False,BANK_RG01,close_alternatives,1,False,True,False,True,True,True,True,False
BANK_C01,BANK_P25,0.7056,True,False,BANK_RG01,close_alternatives,1,False,True,False,True,True,True,True,False
BANK_C01,BANK_P24,0.6542,True,False,BANK_RG14,single,1,False,True,False,True,True,True,True,False
BANK_C01,BANK_P13,0.2925,False,False,BANK_RG03,close_alternatives,1,True,True,True,True,True,True,True,True
BANK_C01,BANK_P34,0.2845,False,False,BANK_RG13,single,1,True,True,True,True,True,True,True,True
BANK_C01,BANK_P20,0.2809,False,False,BANK_RG09,single,1,True,True,True,True,True,True,True,False
BANK_C01,BANK_P15,0.278,False,False,BANK_RG03,close_alternatives,1,True,True,True,True,True,True,True,True
BANK_C01,BANK_P33,0.2755,False,False,BANK_RG03,close_alternatives,1,True,True,True,True,True,True,True,True
BANK_C01,BANK_P18,0.2677,False,False,BANK_RG05,direct_substitute,1,True,True,True,False,True,True,True,False
BANK_C01,BANK_P22,0.2662,False,False,BANK_RG03,close_alternatives,1,True,True,True,True,True,True,True,True
BANK_C01,BANK_P16,0.2657,False,False,BANK_RG05,direct_substitute,1,True,True,True,False,True,True,True,False
BANK_C01,BANK_P14,0.2581,False,False,BANK_RG04,close_alternatives,1,True,True,False,True,True,True,True,True
BANK_C01,BANK_P31,0.2421,False,False,BANK_RG02,close_alternatives,1,False,True,False,True,True,True,True,False
BANK_C01,BANK_P32,0.2346,False,False,BANK_RG04,close_alternatives,1,False,True,False,True,True,True,True,True
BANK_C01,BANK_P38,0.234,False,False,BANK_RG18,single,1,False,True,False,True,True,True,True,False
BANK_C01,BANK_P41,0.2258,False,False,BANK_RG17,single,1,False,True,False,True,True,True,True,True
BANK_C01,BANK_P36,0.2136,False,False,BANK_RG24,single,1,False,True,False,True,True,True,True,False
BANK_C01,BANK_P40,0.2121,False,False,BANK_RG11,single,1,False,True,False,True,True,True,True,False
BANK_C01,BANK_P39,0.2043,False,False,BANK_RG10,single,1,False,True,False,True,True,True,True,False
BANK_C02,BANK_P03,0.9633,True,True,BANK_RG12,single,1,True,True,True,True,True,True,True,True
BANK_C02,BANK_P19,0.9343,True,True,BANK_RG08,single,1,True,True,True,True,True,True,True,True
BANK_C02,BANK_P02,0.9336,True,True,BANK_RG06,direct_substitute,1,True,True,True,True,True,True,True,True
BANK_C02,BANK_P01,0.9318,True,False,BANK_RG06,direct_substitute,1,True,True,True,True,True,True,True,True
BANK_C02,BANK_P06,0.9228,True,False,BANK_RG01,close_alternatives,1,True,True,True,True,True,True,True,False
BANK_C02,BANK_P27,0.9222,True,False,BANK_RG01,close_alternatives,1,True,True,True,True,True,True,True,True
BANK_C02,BANK_P12,0.8998,True,False,BANK_RG02,close_alternatives,1,True,True,True,True,True,True,True,False
BANK_C02,BANK_P09,0.8951,True,False,BANK_RG07,direct_substitute,1,True,True,True,True,True,True,True,True
BANK_C02,BANK_P21,0.879,True,False,BANK_RG25,single,1,True,True,True,False,True,True,True,True
BANK_C02,BANK_P07,0.8723,True,False,BANK_RG07,direct_substitute,1,True,True,True,True,True,True,True,True
BANK_C02,BANK_P04,0.8551,True,False,BANK_RG01,close_alternatives,1,True,True,True,True,True,True,True,True
BANK_C02,BANK_P17,0.8536,True,False,BANK_RG22,single,1,True,True,False,True,True,True,True,False
BANK_C02,BANK_P37,0.8517,True,False,BANK_RG26,single,1,True,True,False,True,True,True,True,False
BANK_C02,BANK_P10,0.839,True,False,BANK_RG02,close_alternatives,1,True,True,True,True,True,True,True,False
BANK_C02,BANK_P30,0.7846,True,False,BANK_RG02,close_alternatives,1,False,True,True,True,True,True,True,False
BANK_C02,BANK_P23,0.7689,True,False,BANK_RG16,single,1,False,True,False,True,True,True,True,True
BANK_C02,BANK_P35,0.7682,True,False,BANK_RG23,single,1,True,True,False,True,True,True,True,False
BANK_C02,BANK_P08,0.7658,True,False,BANK_RG21,single,1,False,True,False,True,True,True,True,True
BANK_C02,BANK_P05,0.7653,True,False,BANK_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
BANK_C02,BANK_P28,0.7435,True,False,BANK_RG19,single,1,False,True,False,True,True,True,True,True
BANK_C02,BANK_P11,0.7276,True,False,BANK_RG02,close_alternatives,1,False,True,False,True,True,True,True,False
BANK_C02,BANK_P42,0.7182,True,False,BANK_RG15,single,1,False,True,False,True,True,True,True,True
BANK_C02,BANK_P29,0.7113,True,False,BANK_RG20,single,1,False,True,False,True,True,True,True,True
