client_id,product_id,compatibility,feasible,selected,redundancy_group,group_kind,redundancy_group_limit,cov_operational,cov_decision,cov_value,cov_ecosystem,cov_temporal,cov_change,cov_capability,cov_capital
INST_C01,INST_P09,0.7776,True,True,INST_RG02,single,1,True,True,False,True,False,True,True,True
INST_C01,INST_P04,0.7266,True,True,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C01,INST_P07,0.6743,True,True,INST_RG03,single,1,False,True,False,True,False,True,True,True
INST_C01,INST_P05,0.7494,True,False,INST_RG01,close_alternatives,1,False,True,False,True,False,True,True,True
INST_C01,INST_P11,0.7485,True,False,INST_RG01,close_alternatives,1,False,True,False,True,False,True,True,True
INST_C01,INST_P08,0.7431,True,False,INST_RG01,close_alternatives,1,False,True,True,True,False,True,True,True
INST_C01,INST_P03,0.7304,True,False,INST_RG01,close_alternatives,1,False,True,False,True,False,True,True,True
INST_C01,INST_P01,0.7112,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C01,INST_P10,0.7094,True,False,INST_RG01,close_alternatives,1,False,True,True,True,False,True,True,True
INST_C01,INST_P06,0.7085,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C01,INST_P02,0.7059,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C01,INST_P12,0.7023,True,False,INST_RG01,close_alternatives,1,False,True,False,True,False,True,True,True
INST_C01,INST_P15,0.6911,True,False,INST_RG01,close_alternatives,1,False,True,True,True,False,True,True,True
INST_C01,INST_P14,0.6478,True,False,INST_RG01,close_alternatives,1,False,True,True,True,False,True,True,True
INST_C01,INST_P13,0.6373,True,False,INST_RG01,close_alternatives,1,False,True,False,True,False,True,True,True
INST_C02,INST_P09,0.7867,True,True,INST_RG02,single,1,True,True,False,True,True,True,True,True
INST_C02,INST_P01,0.7815,True,True,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C02,INST_P07,0.6919,True,True,INST_RG03,single,1,False,True,False,True,True,True,True,True
INST_C02,INST_P05,0.8244,True,False,INST_RG01,close_alternatives,1,True,True,False,True,True,True,True,True
INST_C02,INST_P03,0.8116,True,False,INST_RG01,close_alternatives,1,True,True,False,True,True,True,True,True
INST_C02,INST_P11,0.8102,True,False,INST_RG01,close_alternatives,1,True,True,False,True,True,True,True,True
INST_C02,INST_P02,0.7938,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C02,INST_P12,0.7805,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C02,INST_P06,0.7728,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C02,INST_P10,0.77,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C02,INST_P04,0.7639,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C02,INST_P08,0.7527,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C02,INST_P13,0.7268,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C02,INST_P15,0.7187,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C02,INST_P14,0.6807,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C03,INST_P09,0.7455,True,True,INST_RG02,single,1,True,True,False,True,True,True,True,False
INST_C03,INST_P05,0.735,True,True,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,False
INST_C03,INST_P07,0.6675,True,True,INST_RG03,single,1,False,True,False,True,True,True,True,False
INST_C03,INST_P11,0.731,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,False
INST_C03,INST_P08,0.7175,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,False
INST_C03,INST_P03,0.6968,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,False
INST_C03,INST_P04,0.6885,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,False
INST_C03,INST_P12,0.6638,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,False
INST_C03,INST_P10,0.6637,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,False
INST_C03,INST_P15,0.6627,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,False
INST_C03,INST_P02,0.6594,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,False
INST_C03,INST_P06,0.6577,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,False
INST_C03,INST_P01,0.6577,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,False
INST_C03,INST_P13,0.6304,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,False
INST_C03,INST_P14,0.6077,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,False
INST_C04,INST_P09,0.7758,True,True,INST_RG02,single,1,True,True,False,True,True,True,True,True
INST_C04,INST_P08,0.7616,True,True,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C04,INST_P07,0.6687,True,True,INST_RG03,single,1,False,True,False,True,True,True,True,True
INST_C04,INST_P11,0.751,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C04,INST_P05,0.7488,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C04,INST_P03,0.7442,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C04,INST_P04,0.738,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C04,INST_P12,0.7361,True,False,INST_RG01,close_alternatives,1,False,True,False,True,False,True,True,True
INST_C04,INST_P10,0.7252,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C04,INST_P01,0.7207,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C04,INST_P15,0.7039,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C04,INST_P06,0.7035,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C04,INST_P02,0.7017,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C04,INST_P13,0.6746,True,False,INST_RG01,close_alternatives,1,False,True,False,True,False,True,True,True
INST_C04,INST_P14,0.6531,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C05,INST_P12,0.8102,True,True,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C05,INST_P09,0.8053,True,True,INST_RG02,single,1,True,True,True,True,True,True,True,True
INST_C05,INST_P07,0.6926,True,True,INST_RG03,single,1,False,True,True,True,True,True,True,True
INST_C05,INST_P03,0.8096,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C05,INST_P05,0.8057,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C05,INST_P11,0.7916,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C05,INST_P01,0.7763,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C05,INST_P08,0.7736,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C05,INST_P02,0.7717,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C05,INST_P10,0.7713,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C05,INST_P04,0.7658,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C05,INST_P06,0.7599,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C05,INST_P13,0.7472,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C05,INST_P15,0.7391,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C05,INST_P14,0.7116,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C06,INST_P09,0.78,True,True,INST_RG02,single,1,True,True,False,True,True,True,True,True
INST_C06,INST_P08,0.7521,True,True,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C06,INST_P07,0.7015,True,True,INST_RG03,single,1,False,True,True,True,False,True,True,True
INST_C06,INST_P05,0.7507,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C06,INST_P03,0.7488,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C06,INST_P11,0.745,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C06,INST_P04,0.7415,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C06,INST_P12,0.7044,True,False,INST_RG01,close_alternatives,1,False,True,False,True,False,True,True,True
INST_C06,INST_P10,0.7039,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C06,INST_P01,0.7004,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C06,INST_P02,0.6946,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C06,INST_P06,0.6868,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C06,INST_P15,0.6836,True,False,INST_RG01,close_alternatives,1,False,True,True,True,False,True,True,True
INST_C06,INST_P13,0.6718,True,False,INST_RG01,close_alternatives,1,False,True,True,True,False,True,True,True
INST_C06,INST_P14,0.6556,True,False,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C07,INST_P09,0.8226,True,True,INST_RG02,single,1,True,True,False,True,True,False,True,True
INST_C07,INST_P08,0.7906,True,True,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C07,INST_P07,0.6661,True,True,INST_RG03,single,1,False,True,False,True,True,True,True,True
INST_C07,INST_P03,0.7176,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C07,INST_P05,0.7129,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C07,INST_P11,0.7068,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C07,INST_P12,0.6916,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C07,INST_P04,0.6879,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C07,INST_P10,0.6812,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C07,INST_P06,0.642,True,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C07,INST_P15,0.2718,False,False,INST_RG01,close_alternatives,1,True,True,True,True,True,True,True,True
INST_C07,INST_P13,0.2398,False,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C07,INST_P02,0.2359,False,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C07,INST_P01,0.2342,False,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C07,INST_P14,0.2189,False,False,INST_RG01,close_alternatives,1,False,True,False,True,True,True,True,True
INST_C08,INST_P09,0.8515,True,True,INST_RG02,single,1,True,True,True,True,True,True,True,True
INST_C08,INST_P08,0.8181,True,True,INST_RG01,close_alternatives,1,False,True,True,True,True,True,True,True
INST_C08,INST_P07,0.7302,True,True,INST_RG03,single,1,False,True,False,True,True,True,True,True
